Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price
Mango,Fruit,Kg,Karnataka,Mysuru,Mysuru,11/21/2025,2025,11,Rabi,41.21,177.33,184.43,181.07
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,8/8/2023,2023,8,Kharif,864.77,92.04,98.73,95.42
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,1/23/2020,2020,1,Rabi,735.94,5339.8,5724.18,5532.04
Banana,Fruit,Dozen,Gujarat,Rajkot,Rajkot,6/3/2024,2024,6,Kharif,476.11,87.99,95.54,91.84
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,4/10/2020,2020,4,Zaid,160.66,31.95,33.95,32.45
Mango,Fruit,Kg,Maharashtra,Nashik,Lasalgaon,5/10/2020,2020,5,Zaid,378.55,83.86,95.09,89.11
Mustard,Oilseed,Quintal,Punjab,Amritsar,Amritsar,7/6/2023,2023,7,Kharif,78.9,3916.3,4563.58,4239.49
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,3/12/2024,2024,3,Rabi,912.91,67.03,73.48,70.16
Mustard Oil,Oil,Litre,Punjab,Amritsar,Amritsar,8/7/2022,2022,8,Kharif,396.67,110.68,125.87,118.52
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,4/20/2022,2022,4,Zaid,805.33,1939.75,1991.21,1965.75
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,3/22/2020,2020,3,Rabi,637.99,14.39,15.86,15.48
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,12/19/2022,2022,12,Rabi,242.37,1803.12,1961.78,1882.8
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,5/11/2023,2023,5,Zaid,204.94,49.26,55.76,52.6
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,3/26/2020,2020,3,Rabi,417.9,6197.79,6849.26,6523.64
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,11/14/2021,2021,11,Rabi,699.77,20.06,23.2,21.44
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,3/15/2021,2021,3,Rabi,873.7,184.84,202.87,193.56
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,11/16/2025,2025,11,Rabi,500.93,2036.8,2173.47,2104.89
Brinjal,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,1/30/2025,2025,1,Rabi,946.53,34.75,36.9,35.85
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,5/8/2021,2021,5,Zaid,95.96,39.87,43.83,42.06
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,8/8/2024,2024,8,Kharif,656.32,4583.75,4980.61,4782.52
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,3/2/2022,2022,3,Rabi,318.74,57.14,62.44,59.7
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,3/18/2021,2021,3,Rabi,186.91,140.27,155.68,147.73
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,8/25/2025,2025,8,Kharif,561.92,113,117.75,115.22
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,9/9/2024,2024,9,Kharif,122.51,6224.83,6761.54,6492.83
Brinjal,Vegetable,Kg,Maharashtra,Pune,Pune,11/23/2024,2024,11,Rabi,769.46,34.49,38.38,36.15
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,12/23/2021,2021,12,Rabi,350.05,19.78,21.89,20.4
Maize,Grain,Quintal,Karnataka,Belagavi,Belagavi,9/25/2022,2022,9,Kharif,310.81,1572.37,1662.96,1617.42
Mango,Fruit,Kg,Punjab,Amritsar,Amritsar,2/25/2020,2020,2,Rabi,493.01,44.23,47.7,46.18
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,5/3/2022,2022,5,Zaid,389.96,121.62,129.42,125.09
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,1/10/2025,2025,1,Rabi,473.56,2264.73,2462.76,2363.86
Onion,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,10/12/2022,2022,10,Rabi,890.7,50.83,55.42,53.54
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,6/30/2024,2024,6,Kharif,222.27,17.53,19.52,18.57
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,5/29/2023,2023,5,Zaid,906.56,26.43,27.92,26.68
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,7/10/2024,2024,7,Kharif,548.56,2179.31,2298.52,2239.07
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,9/7/2022,2022,9,Kharif,362.34,4781.32,5292.01,5036.19
Mustard,Oilseed,Quintal,Maharashtra,Nagpur,Nagpur,8/8/2025,2025,8,Kharif,737.69,4167.82,4839.88,4503.48
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,11/15/2021,2021,11,Rabi,871.8,29.67,33.94,31.47
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,6/27/2020,2020,6,Kharif,942.81,13.89,15.99,14.83
Potato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,1/11/2025,2025,1,Rabi,436.57,28.63,32.38,30.56
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,7/25/2021,2021,7,Kharif,264.33,2437.39,2695.33,2566.86
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,11/19/2024,2024,11,Rabi,268.81,29.86,34.16,31.85
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,7/20/2022,2022,7,Kharif,63.47,2298.72,2520.56,2410.05
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,8/30/2023,2023,8,Kharif,106.41,175.5,191.08,183.1
Potato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,7/2/2023,2023,7,Kharif,593.92,11.75,13.11,12.2
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,3/10/2024,2024,3,Rabi,113.18,36.85,41.02,39.01
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,9/1/2024,2024,9,Kharif,339.51,5631.3,6177.84,5904.77
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,11/12/2025,2025,11,Rabi,768.18,53.4,58.85,56.15
Mustard,Oilseed,Quintal,Punjab,Amritsar,Amritsar,5/25/2024,2024,5,Zaid,922.43,6165.73,6781.78,6474.24
Mustard,Oilseed,Quintal,Maharashtra,Nagpur,Nagpur,2/17/2024,2024,2,Rabi,134.48,6006.18,6329.95,6168.5
Onion,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,10/30/2024,2024,10,Rabi,942.3,21.27,23.09,22.35
Tomato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,3/27/2020,2020,3,Rabi,681.44,8.52,9.81,8.75
Milk,Dairy,Litre,Punjab,Ludhiana,Ludhiana,7/12/2024,2024,7,Kharif,513.7,63.69,69.24,66.41
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,12/4/2023,2023,12,Rabi,207.87,2493.68,2861.27,2677.68
Brinjal,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,7/28/2022,2022,7,Kharif,687.53,18.64,21.18,20.05
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,3/2/2022,2022,3,Rabi,183.57,46.7,52.77,49.31
Rice,Grain,Quintal,Maharashtra,Nagpur,Nagpur,4/29/2021,2021,4,Zaid,306.36,2861.24,2899.4,2880.32
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,5/2/2025,2025,5,Zaid,363.9,2801.11,2841.49,2821.44
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,11/30/2020,2020,11,Rabi,170.92,25.22,26.71,26.4
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,12/6/2024,2024,12,Rabi,171.64,45.43,50.07,47.34
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/14/2021,2021,2,Rabi,697.07,27.47,31.11,29.67
Mustard,Oilseed,Quintal,Maharashtra,Pune,Pune,6/13/2020,2020,6,Kharif,331.25,6153.23,6685.69,6419.9
Milk,Dairy,Litre,Maharashtra,Nashik,Lasalgaon,7/20/2021,2021,7,Kharif,268.32,65.12,74.79,69.88
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,7/5/2024,2024,7,Kharif,75.22,2533.14,2691.87,2612.95
Cotton,Fiber,Quintal,Uttar Pradesh,Varanasi,Varanasi,7/24/2023,2023,7,Kharif,824.22,7211.12,7778.72,7495.35
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,2/3/2021,2021,2,Rabi,351.99,5858.21,6282.45,6070.49
Cabbage,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,11/9/2020,2020,11,Rabi,36.25,24.14,26.92,25.15
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,2/28/2024,2024,2,Rabi,558.41,4161.73,4673.26,4417.21
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,11/1/2024,2024,11,Rabi,495.94,34.17,35.91,34.84
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/22/2023,2023,2,Rabi,377.87,34.39,38.25,35.85
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,11/21/2020,2020,11,Rabi,129.84,10.22,11.6,11.25
Tomato,Vegetable,Kg,Punjab,Amritsar,Amritsar,8/8/2023,2023,8,Kharif,691.71,44.23,49.42,47.15
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,10/26/2023,2023,10,Rabi,797.56,8338.76,8624.04,8481.86
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,8/4/2023,2023,8,Kharif,85.13,26.77,29.67,28.24
Mustard,Oilseed,Quintal,Maharashtra,Pune,Pune,10/20/2025,2025,10,Rabi,483.02,5890.35,6634.28,6262.47
Potato,Vegetable,Kg,Maharashtra,Pune,Pune,6/30/2020,2020,6,Kharif,333.08,33.98,36.41,35.62
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,12/23/2022,2022,12,Rabi,443.81,29.68,32.53,30.84
Mustard,Oilseed,Quintal,Karnataka,Mysuru,Mysuru,3/4/2024,2024,3,Rabi,136.28,6694.14,6951.7,6823.36
Mango,Fruit,Kg,Gujarat,Ahmedabad,Ahmedabad,7/16/2021,2021,7,Kharif,66.61,138.19,151.41,144.96
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,4/11/2025,2025,4,Zaid,98.39,41.03,44.77,42.86
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,4/25/2024,2024,4,Zaid,526.53,2922.29,3379.88,3150.63
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,10/18/2024,2024,10,Rabi,146.31,33.02,37.04,34.89
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,6/22/2020,2020,6,Kharif,429.02,30.17,33.29,31.66
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,6/28/2023,2023,6,Kharif,917.78,17.28,19.31,18.65
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,8/19/2025,2025,8,Kharif,815.43,150.41,162.71,156.75
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,10/17/2025,2025,10,Rabi,823.88,24.67,27.06,25.64
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,1/4/2021,2021,1,Rabi,341.33,2019.63,2152.96,2085.87
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/2/2021,2021,1,Rabi,346.56,2941.81,3095.1,3018.15
Potato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,8/29/2023,2023,8,Kharif,105.19,21.64,24.53,22.59
Rice,Grain,Quintal,Maharashtra,Pune,Pune,8/31/2025,2025,8,Kharif,941.81,2291.82,2443.92,2367.56
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,11/28/2020,2020,11,Rabi,847.01,1865.09,2081.53,1972.9
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,6/18/2021,2021,6,Kharif,694.4,34.16,36.86,35.71
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,7/10/2024,2024,7,Kharif,83.07,1517.31,1545.18,1531.29
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,9/18/2023,2023,9,Kharif,834.21,32.55,34.35,33.61
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,11/15/2021,2021,11,Rabi,775.44,74.79,82.08,78.8
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,5/28/2020,2020,5,Zaid,549.99,2637.97,2930.89,2783.98
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,1/13/2020,2020,1,Rabi,638.31,207.01,230.47,218.29
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,3/26/2023,2023,3,Rabi,569.24,2671.76,3000.46,2836.39
Tomato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,4/23/2024,2024,4,Zaid,129.18,17.38,19.79,18.75
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,3/26/2024,2024,3,Rabi,380.39,1694.69,1890.23,1792.86
Maize,Grain,Quintal,Karnataka,Mysuru,Mysuru,1/9/2024,2024,1,Rabi,188.25,2408.66,2647.31,2527.73
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,11/15/2021,2021,11,Rabi,243.37,4621.19,4920.17,4771.1
Onion,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,10/28/2024,2024,10,Rabi,142.05,47.09,53.18,49.88
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,11/15/2025,2025,11,Rabi,380.32,20.84,23.83,22.22
Wheat,Grain,Quintal,Karnataka,Belagavi,Belagavi,1/20/2025,2025,1,Rabi,63.26,1924.41,2075.33,1999.97
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,6/18/2025,2025,6,Kharif,786.88,22.52,24.11,23.3
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,3/29/2021,2021,3,Rabi,386.78,63.71,68.58,66.46
Tomato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,11/23/2023,2023,11,Rabi,576.6,14.36,16.07,14.8
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,2/19/2022,2022,2,Rabi,718.44,120.76,135.97,127.99
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,7/27/2020,2020,7,Kharif,551.05,34.53,38.21,35.9
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,3/10/2022,2022,3,Rabi,609.17,11.46,12.93,12.18
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,5/14/2021,2021,5,Zaid,371.03,24.97,27.42,26.15
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,10/8/2021,2021,10,Rabi,386.81,7833.45,9142.63,8488.32
Mustard,Oilseed,Quintal,Punjab,Amritsar,Amritsar,4/14/2024,2024,4,Zaid,160.48,5741.18,6331.82,6036.59
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,1/10/2023,2023,1,Rabi,712,26.4,28.14,27.21
Mustard Oil,Oil,Litre,Maharashtra,Nashik,Lasalgaon,11/13/2020,2020,11,Rabi,50.68,109.52,119.02,114.45
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,11/24/2025,2025,11,Rabi,539.29,30.46,33.39,31.97
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,11/7/2023,2023,11,Rabi,498.07,27.76,30.47,29.46
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,11/15/2024,2024,11,Rabi,879.64,55.72,62.81,58.92
Maize,Grain,Quintal,Gujarat,Rajkot,Rajkot,9/11/2025,2025,9,Kharif,278.23,2334.3,2544.29,2439.21
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,11/18/2024,2024,11,Rabi,308.7,20.14,21.73,20.94
Brinjal,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,8/2/2025,2025,8,Kharif,42.04,39.44,42.56,40.61
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,5/23/2021,2021,5,Zaid,91.48,2362.69,2526.3,2444.32
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,3/14/2021,2021,3,Rabi,643.44,56.32,63.49,60.33
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,4/7/2020,2020,4,Zaid,634.13,31.99,34.47,33.18
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,6/1/2024,2024,6,Kharif,309.23,151.12,156.96,154.31
Potato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,12/19/2023,2023,12,Rabi,867.09,15.81,16.96,15.93
Mango,Fruit,Kg,Gujarat,Ahmedabad,Ahmedabad,1/22/2025,2025,1,Rabi,197.03,132.74,146.32,139.23
Tomato,Vegetable,Kg,Punjab,Amritsar,Amritsar,10/10/2025,2025,10,Rabi,688.18,27.24,29.58,28.05
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,2/9/2023,2023,2,Rabi,349.82,18.23,19.83,19.07
Potato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,11/20/2021,2021,11,Rabi,490.35,34.33,35.92,35.39
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,12/13/2022,2022,12,Rabi,101.85,8196.56,8765.96,8481.23
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,8/27/2025,2025,8,Kharif,822.36,31.85,35.84,33.46
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,3/27/2024,2024,3,Rabi,38.43,38.06,41.96,40.35
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,6/1/2024,2024,6,Kharif,592.79,6386.58,6853.12,6620.22
Rice,Grain,Quintal,Punjab,Ludhiana,Ludhiana,11/13/2021,2021,11,Rabi,629.57,1877.76,2157.02,2017.52
Cotton,Fiber,Quintal,Maharashtra,Nagpur,Nagpur,5/1/2025,2025,5,Zaid,504.87,6543.06,7087.28,6815.08
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,7/23/2021,2021,7,Kharif,678.66,6041.85,6419.11,6230.85
Maize,Grain,Quintal,Karnataka,Belagavi,Belagavi,10/18/2020,2020,10,Rabi,728.48,1790.79,1794.84,1792.83
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,5/5/2024,2024,5,Zaid,661.09,57.64,60.04,59.23
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,6/15/2025,2025,6,Kharif,555.14,2026.03,2125.1,2075.19
Cabbage,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,4/3/2022,2022,4,Zaid,456.39,8.88,10.16,9.24
Brinjal,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,1/9/2024,2024,1,Rabi,949.7,25.16,27.98,27.03
Maize,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,9/23/2023,2023,9,Kharif,575.74,1533.16,1747.4,1640.21
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,9/27/2022,2022,9,Kharif,521.52,33.99,36.83,35.49
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,4/26/2022,2022,4,Zaid,431.85,26.49,28.49,27.3
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,11/22/2024,2024,11,Rabi,266.16,48.67,53.03,50.9
Maize,Grain,Quintal,Gujarat,Rajkot,Rajkot,6/30/2024,2024,6,Kharif,369.13,1585.88,1640.49,1613.34
Rice,Grain,Quintal,Maharashtra,Pune,Pune,10/30/2024,2024,10,Rabi,862.4,2753.75,3121.98,2938.36
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,12/5/2025,2025,12,Rabi,684.29,35.05,38.44,36.61
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,7/25/2024,2024,7,Kharif,435.84,48.13,54.76,51.78
Maize,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,4/18/2025,2025,4,Zaid,925.88,1881.01,1966.14,1923.25
Potato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,1/3/2021,2021,1,Rabi,510.68,28.81,32.61,31.19
Cabbage,Vegetable,Kg,Karnataka,Mysuru,Mysuru,12/9/2022,2022,12,Rabi,586.64,24.34,27.6,25.76
Onion,Vegetable,Kg,Karnataka,Mysuru,Mysuru,8/5/2021,2021,8,Kharif,41.31,51.88,54.88,53.38
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,12/23/2022,2022,12,Rabi,634.72,120.77,133.74,127.04
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,3/20/2022,2022,3,Rabi,54.91,66.3,72.58,69.68
Brinjal,Vegetable,Kg,Karnataka,Mysuru,Mysuru,6/15/2021,2021,6,Kharif,521.55,36.37,39.17,37.35
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,7/10/2024,2024,7,Kharif,183.2,85.81,94.91,89.95
Wheat,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,9/19/2022,2022,9,Kharif,314.66,1886.43,2079.19,1982.71
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,7/18/2021,2021,7,Kharif,405.85,92.4,96.78,94.76
Brinjal,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,9/24/2025,2025,9,Kharif,845.17,41.14,44.99,43.47
Cabbage,Vegetable,Kg,Karnataka,Mysuru,Mysuru,7/26/2025,2025,7,Kharif,309.64,25.79,27.88,26.73
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,2/16/2023,2023,2,Rabi,548.49,26.08,29.07,27.48
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,5/9/2023,2023,5,Zaid,623.51,2848.27,2926.66,2887.68
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,6/5/2022,2022,6,Kharif,613.75,36.19,40.77,38.6
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,10/13/2025,2025,10,Rabi,759.85,4957.3,5130.99,5044.43
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,1/21/2023,2023,1,Rabi,62.77,2515.06,2707.52,2611.57
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,7/27/2021,2021,7,Kharif,720.03,223.22,240.32,232.08
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,6/21/2024,2024,6,Kharif,421.21,2843.76,3023.66,2933.48
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,6/10/2024,2024,6,Kharif,90.21,34.13,37.14,35.63
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,8/30/2020,2020,8,Kharif,411.93,20.4,22.79,21.97
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,4/24/2021,2021,4,Zaid,336.86,92.1,94.15,92.87
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,4/11/2022,2022,4,Zaid,438.46,25.87,27.61,26.74
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,5/19/2020,2020,5,Zaid,191.79,13.65,15.03,14.55
Milk,Dairy,Litre,Gujarat,Ahmedabad,Ahmedabad,6/12/2020,2020,6,Kharif,732.97,52.72,54.66,53.83
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,7/8/2025,2025,7,Kharif,127.35,52.41,54.88,54.13
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,11/7/2021,2021,11,Rabi,101.91,141.77,154.8,148.19
Onion,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,1/28/2025,2025,1,Rabi,642.86,41.5,44.86,42.93
Mango,Fruit,Kg,Gujarat,Rajkot,Rajkot,6/11/2021,2021,6,Kharif,851.76,65.99,74.49,70.06
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,5/9/2021,2021,5,Zaid,662.16,5280.72,5570.48,5425.22
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,6/24/2023,2023,6,Kharif,42.15,1874.33,2043.53,1958.62
Mustard,Oilseed,Quintal,Uttar Pradesh,Varanasi,Varanasi,6/29/2022,2022,6,Kharif,766.74,6018.52,6820,6419.09
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,1/31/2025,2025,1,Rabi,307.1,70.71,72.79,71.75
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,10/16/2023,2023,10,Rabi,946.96,105.24,114.7,110.36
Tomato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,4/14/2023,2023,4,Zaid,593.97,21.92,25.3,23.65
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,10/9/2024,2024,10,Rabi,178.77,94.72,102.55,98.15
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,5/29/2021,2021,5,Zaid,890.54,23.15,25.02,24.31
Potato,Vegetable,Kg,Punjab,Amritsar,Amritsar,4/6/2021,2021,4,Zaid,220.52,13.53,15.79,14.37
Cabbage,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,11/6/2020,2020,11,Rabi,271.63,8.24,9.38,8.72
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,4/22/2024,2024,4,Zaid,810.19,64.5,69,66.79
Tomato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/20/2022,2022,2,Rabi,846.98,14.33,16.53,15.35
Cotton,Fiber,Quintal,Punjab,Amritsar,Amritsar,1/18/2020,2020,1,Rabi,662.36,6789.95,7200.27,6995.47
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,8/21/2021,2021,8,Kharif,890.92,24.81,28.67,26.42
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,4/20/2023,2023,4,Zaid,101.83,2066.88,2228.49,2147.68
Tomato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,9/13/2023,2023,9,Kharif,437.82,50.97,54.36,53.05
Brinjal,Vegetable,Kg,Maharashtra,Pune,Pune,2/8/2023,2023,2,Rabi,353.18,29.67,33.03,31.33
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,6/4/2023,2023,6,Kharif,460.02,54.24,58.97,56.98
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,8/6/2022,2022,8,Kharif,510.54,62.92,65.07,63.82
Cabbage,Vegetable,Kg,Gujarat,Rajkot,Rajkot,7/3/2020,2020,7,Kharif,876.73,11.81,13.33,12.78
Milk,Dairy,Litre,Maharashtra,Nagpur,Nagpur,3/28/2025,2025,3,Rabi,158.39,39.29,44.6,41.85
Mango,Fruit,Kg,Maharashtra,Nagpur,Nagpur,1/18/2024,2024,1,Rabi,389.41,70.91,77.26,74.09
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,6/28/2021,2021,6,Kharif,783.44,33.14,36.64,35.22
Potato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,5/22/2025,2025,5,Zaid,907.58,26.92,29.95,28.89
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,5/10/2020,2020,5,Zaid,306.56,8143.89,8660.1,8401.86
Cotton,Fiber,Quintal,Gujarat,Ahmedabad,Ahmedabad,12/16/2020,2020,12,Rabi,199.82,7406.7,7922.67,7664.61
Tomato,Vegetable,Kg,Karnataka,Belagavi,Belagavi,10/22/2021,2021,10,Rabi,645.53,36.89,39.71,38.44
