Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Day,Week,Quarter,DayOfWeek
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-04-02,2025,4,Zaid,604.59,28.72,31.84,30.26,2,14,2,2
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-09-18,2025,9,Kharif,219.48,2172.81,2288.23,2230.51,18,38,3,3
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-03-18,2020,3,Rabi,578.71,32.41,35.59,33.57,18,12,1,2
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-10-13,2022,10,Rabi,833.4,22.84,25.48,24.66,13,41,4,3
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-03-30,2022,3,Rabi,595.33,39.21,42.42,41.0,30,13,1,2
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-04-12,2021,4,Zaid,321.39,20.67,23.69,22.29,12,15,2,0
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-09-18,2021,9,Kharif,480.43,24.65,26.47,25.78,18,37,3,5
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2023-03-01,2023,3,Rabi,272.76,6556.17,7104.8,6830.43,1,9,1,2
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-12-27,2020,12,Rabi,120.91,2683.74,2741.58,2712.94,27,52,4,6
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2021-01-31,2021,1,Rabi,937.05,2138.98,2365.56,2252.34,31,4,1,6
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-01-07,2022,1,Rabi,259.09,34.7,39.14,37.36,7,1,1,4
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-09-30,2024,9,Kharif,31.27,13.42,15.03,14.32,30,40,3,0
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2022-04-07,2022,4,Zaid,302.0,85.68,93.29,89.79,7,14,2,3
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-12-27,2023,12,Rabi,703.16,43.29,49.17,46.56,27,52,4,2
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2025-03-20,2025,3,Rabi,242.31,152.6,164.46,158.6,20,12,1,3
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-05-09,2021,5,Zaid,697.02,8.49,9.67,9.15,9,18,2,6
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2024-01-25,2024,1,Rabi,540.09,220.28,229.61,225.13,25,4,1,3
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-06-18,2023,6,Kharif,427.9,1770.48,1977.12,1873.55,18,24,2,6
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-06-12,2023,6,Kharif,125.76,33.29,36.23,34.63,12,24,2,0
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2020-08-03,2020,8,Kharif,577.32,2213.46,2361.54,2287.72,3,32,3,0
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2022-12-17,2022,12,Rabi,902.27,4246.62,4587.07,4416.5,17,50,4,5
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-06-23,2025,6,Kharif,584.1,149.05,168.94,159.46,23,26,2,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2022-12-15,2022,12,Rabi,272.79,1799.18,1978.3,1888.35,15,50,4,3
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2025-04-15,2025,4,Zaid,260.45,30.97,34.11,32.71,15,16,2,1
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2024-03-22,2024,3,Rabi,219.75,66.4,68.94,67.29,22,12,1,4
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2023-06-08,2023,6,Kharif,213.77,40.6,44.91,42.9,8,23,2,3
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-09-03,2020,9,Kharif,823.13,30.83,33.56,32.57,3,36,3,3
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-09-20,2021,9,Kharif,435.07,51.36,57.07,53.81,20,38,3,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-11-21,2025,11,Rabi,570.3,1984.06,2058.48,2021.44,21,47,4,4
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-12-22,2024,12,Rabi,765.39,36.23,40.0,38.18,22,51,4,6
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-10-25,2024,10,Rabi,630.84,2496.64,2690.28,2593.06,25,43,4,4
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-06-11,2024,6,Kharif,701.25,2142.19,2363.6,2252.41,11,24,2,1
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-06-21,2021,6,Kharif,867.6,11.19,12.91,12.0,21,25,2,0
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-10-01,2022,10,Rabi,345.87,2657.36,2774.19,2715.71,1,39,4,5
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2020-07-25,2020,7,Kharif,38.61,2453.16,2632.38,2542.85,25,30,3,5
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2023-01-25,2023,1,Rabi,67.33,85.5,92.28,88.66,25,4,1,2
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,2022-11-28,2022,11,Rabi,787.45,61.87,68.3,65.3,28,48,4,0
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2023-02-24,2023,2,Rabi,156.92,7127.34,7254.8,7191.13,24,8,1,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-10-26,2022,10,Rabi,185.51,42.38,47.71,44.91,26,43,4,2
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2021-01-29,2021,1,Rabi,480.22,2072.56,2209.46,2140.78,29,4,1,4
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,2023-12-06,2023,12,Rabi,778.78,6524.41,6837.89,6681.52,6,49,4,2
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2025-06-01,2025,6,Kharif,745.76,26.74,29.15,27.47,1,22,2,6
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-06-08,2024,6,Kharif,602.03,2938.77,3209.97,3074.12,8,23,2,5
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-07-08,2022,7,Kharif,409.74,2556.28,2771.49,2663.47,8,27,3,4
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-01-01,2021,1,Rabi,891.05,39.06,43.92,41.04,1,53,1,4
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2024-02-22,2024,2,Rabi,311.08,8191.62,9177.99,8684.33,22,8,1,3
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2024-11-30,2024,11,Rabi,714.74,112.76,124.17,118.55,30,48,4,5
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2021-08-01,2021,8,Kharif,813.53,4678.02,4859.24,4768.28,1,30,3,6
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-04-11,2021,4,Zaid,306.33,13.1,14.97,14.26,11,14,2,6
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2024-03-22,2024,3,Rabi,875.02,52.0,60.27,55.82,22,12,1,4
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2024-10-05,2024,10,Rabi,447.65,176.69,182.01,179.02,5,40,4,5
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-11-30,2023,11,Rabi,796.98,17.68,20.11,19.33,30,48,4,3
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-08-30,2024,8,Kharif,498.5,2065.47,2227.36,2146.38,30,35,3,4
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2021-02-05,2021,2,Rabi,917.75,16.06,17.48,16.83,5,5,1,4
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-08-01,2025,8,Kharif,518.95,19.67,20.95,20.37,1,31,3,4
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-10-21,2020,10,Rabi,31.05,43.27,47.09,45.66,21,43,4,2
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2025-11-10,2025,11,Rabi,388.9,28.87,31.94,30.53,10,46,4,0
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-03-23,2021,3,Rabi,382.42,24.4,26.86,25.66,23,12,1,1
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-10-02,2025,10,Rabi,367.23,2148.27,2211.81,2180.33,2,40,4,3
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-01-18,2023,1,Rabi,387.01,41.67,46.36,43.88,18,3,1,2
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2025-01-27,2025,1,Rabi,33.59,6696.63,6907.87,6801.94,27,5,1,0
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-11-27,2020,11,Rabi,21.06,29.12,32.84,31.29,27,48,4,4
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-11-21,2025,11,Rabi,105.01,19.04,20.86,19.45,21,47,4,4
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2024-08-08,2024,8,Kharif,547.13,5222.01,5899.22,5560.45,8,32,3,3
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2021-07-05,2021,7,Kharif,642.76,69.85,75.2,72.56,5,27,3,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-06-20,2023,6,Kharif,749.77,27.62,31.83,29.47,20,25,2,1
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-10-18,2024,10,Rabi,742.66,5263.42,5935.15,5599.62,18,42,4,4
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-08-22,2020,8,Kharif,259.03,20.26,22.34,21.51,22,34,3,5
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-11-16,2022,11,Rabi,679.49,20.07,23.12,21.61,16,46,4,2
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2024-04-12,2024,4,Zaid,306.16,86.14,94.53,90.68,12,15,2,4
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2022-07-28,2022,7,Kharif,52.11,1564.71,1707.94,1636.62,28,30,3,3
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-08-27,2023,8,Kharif,630.98,14.93,16.87,15.87,27,34,3,6
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2024-07-11,2024,7,Kharif,617.41,1669.46,1843.87,1756.43,11,28,3,3
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2020-07-18,2020,7,Kharif,633.43,6110.23,6495.62,6303.21,18,29,3,5
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-01-18,2020,1,Rabi,261.58,9.9,11.32,10.3,18,3,1,5
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-01-31,2020,1,Rabi,68.49,34.17,36.5,35.25,31,5,1,4
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-10-12,2025,10,Rabi,286.65,14.96,16.43,16.07,12,41,4,6
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2022-03-20,2022,3,Rabi,789.62,78.87,84.82,82.07,20,11,1,6
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-04-15,2025,4,Zaid,784.09,24.12,26.89,25.07,15,16,2,1
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2025-05-01,2025,5,Zaid,535.72,46.61,53.2,49.82,1,18,2,3
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-05-27,2020,5,Zaid,686.31,29.99,33.65,32.0,27,22,2,2
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-11-23,2025,11,Rabi,109.89,17.82,19.1,18.17,23,47,4,6
Maize,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2021-08-03,2021,8,Kharif,418.11,1734.63,1762.8,1748.27,3,31,3,1
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2024-04-06,2024,4,Zaid,756.07,4704.99,5072.12,4888.18,6,14,2,5
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,2025-08-18,2025,8,Kharif,535.09,156.27,171.97,163.67,18,34,3,0
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-01-14,2023,1,Rabi,497.56,1877.8,2084.92,1980.97,14,2,1,5
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-06-29,2020,6,Kharif,382.58,21.7,24.04,22.48,29,27,2,0
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-01-21,2021,1,Rabi,947.5,2787.28,2923.11,2854.86,21,3,1,3
Wheat,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,2025-08-14,2025,8,Kharif,938.38,1747.17,1833.46,1790.45,14,33,3,3
Tomato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-11-05,2025,11,Rabi,699.05,20.66,23.93,22.57,5,45,4,2
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2021-03-17,2021,3,Rabi,732.58,140.2,156.74,148.89,17,11,1,2
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2022-04-15,2022,4,Zaid,562.67,27.93,29.9,29.39,15,15,2,4
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-09-26,2022,9,Kharif,327.69,1852.77,1956.64,1904.27,26,39,3,0
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-06-08,2021,6,Kharif,438.68,1496.31,1628.2,1562.33,8,23,2,1
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2025-01-04,2025,1,Rabi,727.82,4949.04,5471.96,5210.66,4,1,1,5
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2021-05-22,2021,5,Zaid,453.23,53.37,60.58,56.81,22,20,2,5
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2024-05-01,2024,5,Zaid,156.22,5805.37,6087.7,5947.01,1,18,2,2
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-08-27,2021,8,Kharif,638.39,35.4,39.72,37.35,27,34,3,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-08-24,2023,8,Kharif,610.32,31.76,35.26,33.46,24,34,3,3
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-03-19,2021,3,Rabi,412.35,44.03,46.53,45.47,19,11,1,4
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2021-07-27,2021,7,Kharif,899.52,66.97,71.59,69.53,27,30,3,1
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-06-16,2020,6,Kharif,280.93,32.38,35.13,33.73,16,25,2,1
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-07-22,2020,7,Kharif,465.68,21.92,24.03,23.05,22,30,3,2
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2022-03-11,2022,3,Rabi,386.18,112.19,126.3,119.34,11,10,1,4
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2022-04-08,2022,4,Zaid,538.84,143.16,161.26,152.63,8,14,2,4
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-11-05,2024,11,Rabi,372.57,13.89,15.52,14.35,5,45,4,1
Cotton,Fiber,Quintal,West Bengal,Hooghly,Arambagh,2022-06-09,2022,6,Kharif,43.82,5263.27,5912.82,5588.03,9,23,2,3
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2020-03-29,2020,3,Rabi,735.62,56.9,63.0,59.92,29,13,1,6
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2024-07-29,2024,7,Kharif,31.44,54.43,60.9,57.44,29,31,3,0
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-04-10,2023,4,Zaid,879.22,1480.18,1643.43,1561.44,10,15,2,0
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-02-17,2025,2,Rabi,252.46,41.5,45.09,43.65,17,8,1,0
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-02-10,2025,2,Rabi,497.14,22.34,24.04,22.81,10,7,1,0
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2023-03-20,2023,3,Rabi,702.05,70.69,75.92,73.44,20,12,1,0
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-10-16,2020,10,Rabi,694.19,44.94,48.84,46.56,16,42,4,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-12-13,2024,12,Rabi,656.05,32.21,34.77,33.38,13,50,4,4
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2021-11-11,2021,11,Rabi,150.85,8176.82,9120.22,8648.61,11,45,4,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2022-07-20,2022,7,Kharif,381.26,121.7,130.83,126.05,20,29,3,2
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-01-22,2020,1,Rabi,236.05,31.14,35.38,33.63,22,4,1,2
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-10-04,2024,10,Rabi,186.63,20.22,22.86,21.42,4,40,4,4
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2025-01-13,2025,1,Rabi,573.74,117.39,131.43,124.15,13,3,1,0
Onion,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2022-01-03,2022,1,Rabi,558.9,31.64,34.91,33.52,3,1,1,0
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-03-26,2025,3,Rabi,298.97,30.2,33.63,31.51,26,13,1,2
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2021-08-03,2021,8,Kharif,413.76,112.48,120.74,117.09,3,31,3,1
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2021-08-10,2021,8,Kharif,578.96,184.96,202.5,193.82,10,32,3,1
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-07-26,2022,7,Kharif,284.47,26.81,30.72,28.64,26,30,3,1
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,2023-03-29,2023,3,Rabi,437.55,158.51,169.78,164.37,29,13,1,2
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2023-08-15,2023,8,Kharif,353.09,15.22,17.5,16.33,15,33,3,1
Mustard Oil,Oil,Litre,West Bengal,Hooghly,Arambagh,2023-04-25,2023,4,Zaid,147.54,140.88,152.11,146.94,25,17,2,1
Milk,Dairy,Litre,West Bengal,Nadia,Arambagh,2022-02-13,2022,2,Rabi,182.29,55.15,59.37,57.52,13,6,1,6
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-05-07,2024,5,Zaid,85.2,11.63,12.81,12.01,7,19,2,1
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,2020-12-27,2020,12,Rabi,282.66,51.22,55.99,53.44,27,52,4,6
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2025-02-18,2025,2,Rabi,133.82,29.79,33.75,31.62,18,8,1,1
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2024-05-07,2024,5,Zaid,260.75,2445.32,2786.66,2616.13,7,19,2,1
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2022-05-02,2022,5,Zaid,130.88,59.13,66.01,63.01,2,18,2,0
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-08-17,2024,8,Kharif,399.43,31.02,35.43,32.82,17,33,3,5
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2025-04-12,2025,4,Zaid,101.9,1538.6,1582.65,1560.15,12,15,2,5
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2024-03-24,2024,3,Rabi,704.72,2329.77,2467.56,2398.62,24,12,1,6
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2020-09-18,2020,9,Kharif,410.56,41.19,44.48,43.26,18,38,3,4
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,2020-05-04,2020,5,Zaid,808.21,87.59,96.78,92.1,4,19,2,0
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,2020-11-20,2020,11,Rabi,900.27,86.04,97.65,91.82,20,47,4,4
Mustard,Oilseed,Quintal,West Bengal,Nadia,Krishnanagar,2022-11-12,2022,11,Rabi,550.34,4498.63,5177.43,4838.31,12,45,4,5
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,2024-11-04,2024,11,Rabi,395.89,49.64,52.39,51.21,4,45,4,0
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2025-02-16,2025,2,Rabi,106.04,2041.42,2298.4,2169.93,16,7,1,6
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-09-02,2024,9,Kharif,708.42,48.85,50.8,49.48,2,36,3,0
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2022-11-17,2022,11,Rabi,576.98,6754.95,7476.72,7116.26,17,46,4,3
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2020-02-21,2020,2,Rabi,517.98,36.64,41.57,38.9,21,8,1,4
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2021-11-11,2021,11,Rabi,180.4,23.96,26.06,24.52,11,45,4,3
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-05-19,2022,5,Zaid,898.44,14.56,16.23,15.48,19,20,2,3
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2023-06-24,2023,6,Kharif,105.88,2187.67,2250.95,2219.53,24,25,2,5
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,2025-01-14,2025,1,Rabi,812.53,53.15,58.65,55.71,14,3,1,1
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2022-10-31,2022,10,Rabi,278.5,11.51,12.98,11.81,31,44,4,0
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2024-06-26,2024,6,Kharif,158.57,11.79,13.51,12.41,26,26,2,2
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-05-04,2023,5,Zaid,693.75,29.92,34.51,32.5,4,18,2,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2020-10-04,2020,10,Rabi,323.97,128.22,139.93,133.64,4,40,4,6
Maize,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-08-10,2020,8,Kharif,665.62,2488.39,2701.37,2594.78,10,33,3,0
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-04-24,2023,4,Zaid,839.47,56.97,64.77,60.4,24,17,2,0
Cabbage,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2024-10-20,2024,10,Rabi,837.35,24.21,26.13,24.91,20,42,4,6
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-05-29,2023,5,Zaid,947.49,16.27,17.82,16.98,29,22,2,0
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-04-25,2020,4,Zaid,275.89,44.35,46.17,45.3,25,17,2,5
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-04-06,2022,4,Zaid,251.98,21.11,23.73,22.75,6,14,2,2
Tomato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2025-02-23,2025,2,Rabi,50.08,51.16,54.8,52.7,23,8,1,6
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-02-23,2021,2,Rabi,376.46,2938.72,3054.46,2996.84,23,8,1,1
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2023-04-19,2023,4,Zaid,155.46,30.27,33.32,31.66,19,16,2,2
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-04-13,2023,4,Zaid,725.93,43.76,48.52,45.79,13,15,2,3
Mustard,Oilseed,Quintal,West Bengal,Purba Medinipur,Panskura,2024-12-31,2024,12,Rabi,838.06,5213.85,5497.01,5355.11,31,1,4,1
Wheat,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2023-05-11,2023,5,Zaid,301.33,1952.02,2099.28,2025.69,11,19,2,3
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-08-05,2021,8,Kharif,689.87,11.47,13.06,12.3,5,31,3,3
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2021-01-19,2021,1,Rabi,348.88,169.87,179.9,175.37,19,3,1,1
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2020-09-07,2020,9,Kharif,613.83,28.5,32.5,30.62,7,37,3,0
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2020-06-14,2020,6,Kharif,790.88,1950.88,2201.5,2075.74,14,24,2,6
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,2022-04-20,2022,4,Zaid,805.33,1939.75,1991.21,1965.75,20,16,2,2
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,2023-05-11,2023,5,Zaid,204.94,49.26,55.76,52.6,11,19,2,3
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-05-08,2021,5,Zaid,95.96,39.87,43.83,42.06,8,18,2,5
Potato,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-06-27,2020,6,Kharif,942.81,13.89,15.99,14.83,27,26,2,5
Rice,Grain,Quintal,West Bengal,Hooghly,Arambagh,2021-07-25,2021,7,Kharif,264.33,2437.39,2695.33,2566.86,25,29,3,6
Mustard,Oilseed,Quintal,West Bengal,Hooghly,Arambagh,2024-09-01,2024,9,Kharif,339.51,5631.3,6177.84,5904.77,1,35,3,6
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,2020-11-30,2020,11,Rabi,170.92,25.22,26.71,26.4,30,49,4,0
Mango,Fruit,Kg,West Bengal,Nadia,Krishnanagar,2024-12-06,2024,12,Rabi,171.64,45.43,50.07,47.34,6,49,4,4
Cabbage,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-02-14,2021,2,Rabi,697.07,27.47,31.11,29.67,14,6,1,6
Potato,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,2024-11-01,2024,11,Rabi,495.94,34.17,35.91,34.84,1,44,4,4
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2023-02-22,2023,2,Rabi,377.87,34.39,38.25,35.85,22,8,1,2
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,2023-10-26,2023,10,Rabi,797.56,8338.76,8624.04,8481.86,26,43,4,3
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2022-12-23,2022,12,Rabi,443.81,29.68,32.53,30.84,23,51,4,4
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2020-06-22,2020,6,Kharif,429.02,30.17,33.29,31.66,22,26,2,0
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2021-06-18,2021,6,Kharif,694.4,34.16,36.86,35.71,18,24,2,4
